product_id,vendor_sku,name,description,category,color,material,pattern,price_min,price_max
P0720,V-JEA-0720,Skinny Fit Jeans,Black Vintage Wash Raw Denim Skinny Fit Jeans regular fit,JEANS,Black,Raw Denim,Vintage Wash,799,2499
P0721,V-SAL-0721,Elastic Waist Salwar,Solid Embroidered Linen Elastic Waist Salwar wide leg fit,SALWAR,Solid,Linen,Embroidered,399,1299
P0722,V-SHI-0722,Striped Business Shirt,Striped Chambray Striped Business Shirt with long sleeves,SHIRT,Striped,Chambray,Solid,399,1499
P0723,V-DRE-0723,A-Line Summer Dress,Floral Abstract Polyester A-Line Summer Dress with short sleeves off-shoulder neck,DRESS,Floral,Polyester,Abstract,599,1999
P0724,V-KUR-0724,Anarkali Kurta,Red Geometric Chiffon Anarkali Kurta with three-quarter sleeves mandarin neck,KURTA,Red,Chiffon,Geometric,499,1999
P0725,V-KUR-0725,Cotton Kurta,Beige Embroidered Silk Cotton Kurta with three-quarter sleeves v-neck neck,KURTA,Beige,Silk,Embroidered,499,1999
P0726,V-DRE-0726,Bodycon Party Dress,White Polka Dots Chiffon Bodycon Party Dress with cap sleeves sleeves off-shoulder neck,DRESS,White,Chiffon,Polka Dots,599,1999
P0727,V-POL-0727,Premium Cotton Polo,Maroon Stripes Cotton Blend Premium Cotton Polo with short sleeves,POLO,Maroon,Cotton Blend,Stripes,299,999
P0728,V-SAL-0728,Trouser Style Salwar,Black Georgette Trouser Style Salwar churidar fit,SALWAR,Black,Georgette,Solid,399,1299
P0729,V-KUR-0729,Embroidered Kurta,Red Embroidered Chiffon Embroidered Kurta with three-quarter sleeves mandarin neck,KURTA,Red,Chiffon,Embroidered,499,1999
P0730,V-SAL-0730,Solid Color Salwar,Beige Striped Georgette Solid Color Salwar wide leg fit,SALWAR,Beige,Georgette,Striped,399,1299
P0731,V-DRE-0731,Casual Midi Dress,Red Polka Dots Cotton Casual Midi Dress with long sleeves square neck,DRESS,Red,Cotton,Polka Dots,599,1999
P0732,V-POL-0732,Long Sleeve Polo,Red Pique Cotton Long Sleeve Polo with short sleeves,POLO,Red,Pique Cotton,Solid,299,999
P0733,V-TOP-0733,Blouse Style Top,White Floral Cotton Blouse Style Top with short sleeves round neck,TOP,White,Cotton,Floral,299,899
P0734,V-SHI-0734,Chambray Shirt,White Printed Linen Chambray Shirt with long sleeves,SHIRT,White,Linen,Printed,399,1499
P0735,V-JEA-0735,Wide Leg Jeans,White Faded Stretch Denim Wide Leg Jeans straight fit,JEANS,White,Stretch Denim,Faded,799,2499
P0736,V-DRE-0736,A-Line Summer Dress,White Printed Cotton A-Line Summer Dress with cap sleeves sleeves off-shoulder neck,DRESS,White,Cotton,Printed,599,1999
P0737,V-SHI-0737,Flannel Shirt,Blue Denim Poplin Flannel Shirt with short sleeves button-down neck,SHIRT,Blue,Poplin,Denim,399,1499
P0738,V-TOP-0738,Asymmetric Top,Pink Striped Chiffon Asymmetric Top with three-quarter sleeves halter neck,TOP,Pink,Chiffon,Striped,299,899
P0739,V-JEA-0739,Regular Fit Jeans,Gray Distressed Stretch Denim Regular Fit Jeans relaxed fit,JEANS,Gray,Stretch Denim,Distressed,799,2499
P0740,V-DRE-0740,Bodycon Party Dress,Black Geometric Cotton Bodycon Party Dress with long sleeves square neck,DRESS,Black,Cotton,Geometric,599,1999
P0741,V-SHI-0741,Denim Shirt,White Printed Chambray Denim Shirt with long sleeves band collar neck,SHIRT,White,Chambray,Printed,399,1499
P0742,V-TSH-0742,Graphic Print T-Shirt,Gray Cotton Blend Graphic Print T-Shirt with sleeveless sleeves scoop neck,TSHIRT,Gray,Cotton Blend,Solid,199,799
P0743,V-JEA-0743,High Waist Jeans,White Vintage Wash Raw Denim High Waist Jeans regular fit,JEANS,White,Raw Denim,Vintage Wash,799,2499
P0744,V-SAL-0744,Comfort Fit Salwar,Beige Linen Comfort Fit Salwar wide leg fit,SALWAR,Beige,Linen,Solid,399,1299
P0745,V-JEA-0745,Stretch Comfort Jeans,Dark Blue Distressed Raw Denim Stretch Comfort Jeans bootcut fit,JEANS,Dark Blue,Raw Denim,Distressed,799,2499
P0746,V-SHI-0746,Long Sleeve Casual Shirt,White Checks Linen Long Sleeve Casual Shirt with short sleeves band collar neck,SHIRT,White,Linen,Checks,399,1499
P0747,V-POL-0747,Mesh Polo Shirt,Maroon Embroidered Performance Fabric Mesh Polo Shirt with long sleeves,POLO,Maroon,Performance Fabric,Embroidered,299,999
P0748,V-KUR-0748,Cotton Kurta,White Geometric Linen Cotton Kurta with short sleeves v-neck neck,KURTA,White,Linen,Geometric,499,1999
P0749,V-POL-0749,Striped Polo Shirt,Black Color Block Cotton Blend Striped Polo Shirt with short sleeves,POLO,Black,Cotton Blend,Color Block,299,999
P0750,V-POL-0750,Performance Polo,Maroon Stripes Cotton Performance Polo with long sleeves,POLO,Maroon,Cotton,Stripes,299,999
P0751,V-SHI-0751,Denim Shirt,Gray Cotton Blend Denim Shirt with long sleeves,SHIRT,Gray,Cotton Blend,Solid,399,1499
P0752,V-DRE-0752,A-Line Summer Dress,Pink Chiffon A-Line Summer Dress with cap sleeves sleeves v-neck neck,DRESS,Pink,Chiffon,Solid,599,1999
P0753,V-JEA-0753,Straight Leg Jeans,Blue Stretch Denim Straight Leg Jeans skinny fit,JEANS,Blue,Stretch Denim,Solid,799,2499
P0754,V-TOP-0754,Cold Shoulder Top,Black Floral Cotton Cold Shoulder Top with short sleeves v-neck neck,TOP,Black,Cotton,Floral,299,899
P0755,V-TOP-0755,Wrap Top,Navy Printed Linen Wrap Top with short sleeves round neck,TOP,Navy,Linen,Printed,299,899
P0756,V-SHI-0756,Denim Shirt,Blue Stripes Cotton Blend Denim Shirt with short sleeves button-down neck,SHIRT,Blue,Cotton Blend,Stripes,399,1499
P0757,V-JEA-0757,Regular Fit Jeans,Dark Blue Vintage Wash Denim Regular Fit Jeans slim fit,JEANS,Dark Blue,Denim,Vintage Wash,799,2499
P0758,V-DRE-0758,Bodycon Party Dress,Navy Abstract Linen Bodycon Party Dress with long sleeves round neck,DRESS,Navy,Linen,Abstract,599,1999
P0759,V-TSH-0759,Henley Style T-Shirt,Navy Printed Organic Cotton Henley Style T-Shirt with short sleeves v-neck neck,TSHIRT,Navy,Organic Cotton,Printed,199,799
P0760,V-DRE-0760,Cocktail Dress,White Polka Dots Cotton Cocktail Dress with short sleeves round neck,DRESS,White,Cotton,Polka Dots,599,1999
P0761,V-KUR-0761,Festive Kurta,Beige Printed Linen Festive Kurta with long sleeves v-neck neck,KURTA,Beige,Linen,Printed,499,1999
P0762,V-KUR-0762,Party Wear Kurta,Printed Printed Chiffon Party Wear Kurta with short sleeves boat neck neck,KURTA,Printed,Chiffon,Printed,499,1999
P0763,V-KUR-0763,Chikankari Kurta,Green Linen Chikankari Kurta with long sleeves boat neck neck,KURTA,Green,Linen,Solid,499,1999
P0764,V-SHI-0764,Flannel Shirt,Blue Denim Poplin Flannel Shirt with short sleeves button-down neck,SHIRT,Blue,Poplin,Denim,399,1499
P0765,V-KUR-0765,Straight Cut Kurta,Green Geometric Silk Straight Cut Kurta with three-quarter sleeves v-neck neck,KURTA,Green,Silk,Geometric,499,1999
P0766,V-POL-0766,Business Casual Polo,Maroon Embroidered Pique Cotton Business Casual Polo with long sleeves,POLO,Maroon,Pique Cotton,Embroidered,299,999
P0767,V-TOP-0767,Crop Top,Yellow Printed Chiffon Crop Top with short sleeves off-shoulder neck,TOP,Yellow,Chiffon,Printed,299,899
P0768,V-JEA-0768,Bootcut Jeans,Blue Vintage Wash Raw Denim Bootcut Jeans straight fit,JEANS,Blue,Raw Denim,Vintage Wash,799,2499
P0769,V-TOP-0769,Blouse Style Top,Pink Striped Polyester Blouse Style Top with three-quarter sleeves halter neck,TOP,Pink,Polyester,Striped,299,899
P0770,V-KUR-0770,Linen Kurta,Beige Cotton Linen Kurta with short sleeves v-neck neck,KURTA,Beige,Cotton,Solid,499,1999
P0771,V-TSH-0771,Relaxed Fit T-Shirt,Yellow Stripes Cotton Relaxed Fit T-Shirt with short sleeves crew neck,TSHIRT,Yellow,Cotton,Stripes,199,799
P0772,V-SAL-0772,Trouser Style Salwar,Printed Embroidered Georgette Trouser Style Salwar regular fit,SALWAR,Printed,Georgette,Embroidered,399,1299
P0773,V-KUR-0773,Embroidered Kurta,Beige Georgette Embroidered Kurta with short sleeves boat neck neck,KURTA,Beige,Georgette,Solid,499,1999
P0774,V-POL-0774,Athletic Fit Polo,Blue Color Block Cotton Athletic Fit Polo with long sleeves,POLO,Blue,Cotton,Color Block,299,999
P0775,V-SHI-0775,Flannel Shirt,Checked Cotton Flannel Shirt with long sleeves,SHIRT,Checked,Cotton,Solid,399,1499
P0776,V-JEA-0776,Stretch Comfort Jeans,Blue Faded Denim Stretch Comfort Jeans regular fit,JEANS,Blue,Denim,Faded,799,2499
P0777,V-JEA-0777,Stretch Comfort Jeans,Black Faded Raw Denim Stretch Comfort Jeans bootcut fit,JEANS,Black,Raw Denim,Faded,799,2499
P0778,V-POL-0778,Mesh Polo Shirt,Maroon Color Block Cotton Blend Mesh Polo Shirt with short sleeves,POLO,Maroon,Cotton Blend,Color Block,299,999
P0779,V-DRE-0779,Office Formal Dress,Yellow Printed Crepe Office Formal Dress with long sleeves halter neck,DRESS,Yellow,Crepe,Printed,599,1999
P0780,V-TOP-0780,Tie-Up Top,Pink Striped Linen Tie-Up Top with three-quarter sleeves halter neck,TOP,Pink,Linen,Striped,299,899
P0781,V-SAL-0781,Traditional Salwar,Printed Printed Chiffon Traditional Salwar churidar fit,SALWAR,Printed,Chiffon,Printed,399,1299
P0782,V-SAL-0782,Ankle Length Salwar,Beige Striped Chiffon Ankle Length Salwar wide leg fit,SALWAR,Beige,Chiffon,Striped,399,1299
P0783,V-SAL-0783,Cotton Salwar,Beige Cotton Cotton Salwar churidar fit,SALWAR,Beige,Cotton,Solid,399,1299
P0784,V-SHI-0784,Formal Cotton Shirt,Blue Checks Cotton Blend Formal Cotton Shirt with long sleeves,SHIRT,Blue,Cotton Blend,Checks,399,1499
P0785,V-SHI-0785,Flannel Shirt,Striped Denim Chambray Flannel Shirt with short sleeves,SHIRT,Striped,Chambray,Denim,399,1499
P0786,V-TSH-0786,Striped Casual Tee,Navy Stripes Cotton Blend Striped Casual Tee with long sleeves scoop neck,TSHIRT,Navy,Cotton Blend,Stripes,199,799
P0787,V-JEA-0787,Relaxed Fit Jeans,Gray Stretch Denim Relaxed Fit Jeans straight fit,JEANS,Gray,Stretch Denim,Solid,799,2499
P0788,V-JEA-0788,Wide Leg Jeans,Dark Blue Distressed Denim Wide Leg Jeans regular fit,JEANS,Dark Blue,Denim,Distressed,799,2499
P0789,V-TOP-0789,Bardot Top,Pink Striped Cotton Bardot Top with short sleeves halter neck,TOP,Pink,Cotton,Striped,299,899
P0790,V-POL-0790,Classic Polo Shirt,Blue Color Block Cotton Blend Classic Polo Shirt with long sleeves,POLO,Blue,Cotton Blend,Color Block,299,999
P0791,V-JEA-0791,Wide Leg Jeans,Light Blue Raw Denim Wide Leg Jeans slim fit,JEANS,Light Blue,Raw Denim,Solid,799,2499
P0792,V-SHI-0792,Flannel Shirt,Black Denim Cotton Flannel Shirt with short sleeves band collar neck,SHIRT,Black,Cotton,Denim,399,1499
P0793,V-JEA-0793,Skinny Fit Jeans,Dark Blue Vintage Wash Denim Skinny Fit Jeans straight fit,JEANS,Dark Blue,Denim,Vintage Wash,799,2499
P0794,V-POL-0794,Long Sleeve Polo,Green Color Block Performance Fabric Long Sleeve Polo with short sleeves,POLO,Green,Performance Fabric,Color Block,299,999
P0795,V-KUR-0795,Linen Kurta,White Geometric Silk Linen Kurta with long sleeves mandarin neck,KURTA,White,Silk,Geometric,499,1999
P0796,V-POL-0796,Premium Cotton Polo,Black Stripes Performance Fabric Premium Cotton Polo with long sleeves,POLO,Black,Performance Fabric,Stripes,299,999
P0797,V-TOP-0797,Wrap Top,Pink Printed Polyester Wrap Top with sleeveless sleeves round neck,TOP,Pink,Polyester,Printed,299,899
P0798,V-SHI-0798,Long Sleeve Casual Shirt,Checked Denim Cotton Blend Long Sleeve Casual Shirt with short sleeves,SHIRT,Checked,Cotton Blend,Denim,399,1499
P0799,V-SAL-0799,Comfort Fit Salwar,Beige Printed Chiffon Comfort Fit Salwar palazzo fit,SALWAR,Beige,Chiffon,Printed,399,1299
P0800,V-KUR-0800,Casual Kurta,Green Printed Cotton Casual Kurta with long sleeves boat neck neck,KURTA,Green,Cotton,Printed,499,1999
P0801,V-DRE-0801,Cocktail Dress,Blue Floral Cotton Cocktail Dress with sleeveless sleeves v-neck neck,DRESS,Blue,Cotton,Floral,599,1999
P0802,V-POL-0802,Pique Polo T-Shirt,Gray Stripes Cotton Pique Polo T-Shirt with long sleeves,POLO,Gray,Cotton,Stripes,299,999
P0803,V-KUR-0803,Chikankari Kurta,Green Floral Cotton Chikankari Kurta with long sleeves round neck,KURTA,Green,Cotton,Floral,499,1999
P0804,V-KUR-0804,Embroidered Kurta,Pink Printed Georgette Embroidered Kurta with three-quarter sleeves mandarin neck,KURTA,Pink,Georgette,Printed,499,1999
P0805,V-TOP-0805,Knot Front Top,Yellow Polyester Knot Front Top with bell sleeves sleeves round neck,TOP,Yellow,Polyester,Solid,299,899
P0806,V-SHI-0806,Oxford Button-Down Shirt,Black Checks Cotton Oxford Button-Down Shirt with long sleeves,SHIRT,Black,Cotton,Checks,399,1499
P0807,V-TOP-0807,Asymmetric Top,White Floral Cotton Asymmetric Top with three-quarter sleeves off-shoulder neck,TOP,White,Cotton,Floral,299,899
P0808,V-POL-0808,Classic Polo Shirt,Red Stripes Cotton Blend Classic Polo Shirt with long sleeves,POLO,Red,Cotton Blend,Stripes,299,999
P0809,V-KUR-0809,Designer Kurta,Beige Printed Georgette Designer Kurta with short sleeves boat neck neck,KURTA,Beige,Georgette,Printed,499,1999
P0810,V-TSH-0810,Classic Crew Neck T-Shirt,Pink Printed Polyester Classic Crew Neck T-Shirt with long sleeves henley neck,TSHIRT,Pink,Polyester,Printed,199,799
P0811,V-SAL-0811,Traditional Salwar,Black Embroidered Linen Traditional Salwar palazzo fit,SALWAR,Black,Linen,Embroidered,399,1299
P0812,V-KUR-0812,Festive Kurta,Pink Geometric Chiffon Festive Kurta with long sleeves round neck,KURTA,Pink,Chiffon,Geometric,499,1999
P0813,V-SHI-0813,Long Sleeve Casual Shirt,Striped Stripes Cotton Long Sleeve Casual Shirt with short sleeves,SHIRT,Striped,Cotton,Stripes,399,1499
P0814,V-KUR-0814,A-Line Kurta,Beige Floral Linen A-Line Kurta with three-quarter sleeves v-neck neck,KURTA,Beige,Linen,Floral,499,1999
P0815,V-SAL-0815,Printed Salwar,White Embroidered Linen Printed Salwar palazzo fit,SALWAR,White,Linen,Embroidered,399,1299
P0816,V-TOP-0816,Blouse Style Top,Black Printed Polyester Blouse Style Top with sleeveless sleeves v-neck neck,TOP,Black,Polyester,Printed,299,899
P0817,V-SHI-0817,Relaxed Fit Shirt,Blue Printed Chambray Relaxed Fit Shirt with short sleeves button-down neck,SHIRT,Blue,Chambray,Printed,399,1499
P0818,V-DRE-0818,Shift Dress,Yellow Geometric Cotton Shift Dress with short sleeves v-neck neck,DRESS,Yellow,Cotton,Geometric,599,1999
P0819,V-KUR-0819,Printed Kurta,Red Floral Cotton Printed Kurta with long sleeves mandarin neck,KURTA,Red,Cotton,Floral,499,1999
P0820,V-TOP-0820,Bardot Top,Black Printed Linen Bardot Top with short sleeves v-neck neck,TOP,Black,Linen,Printed,299,899
P0821,V-DRE-0821,A-Line Summer Dress,Floral Geometric Linen A-Line Summer Dress with long sleeves halter neck,DRESS,Floral,Linen,Geometric,599,1999
P0822,V-JEA-0822,Relaxed Fit Jeans,Blue Distressed Raw Denim Relaxed Fit Jeans bootcut fit,JEANS,Blue,Raw Denim,Distressed,799,2499
P0823,V-TOP-0823,Off-Shoulder Top,Yellow Striped Chiffon Off-Shoulder Top with sleeveless sleeves halter neck,TOP,Yellow,Chiffon,Striped,299,899
P0824,V-TOP-0824,Tunic Top,Black Printed Polyester Tunic Top with sleeveless sleeves round neck,TOP,Black,Polyester,Printed,299,899
P0825,V-SAL-0825,Cotton Salwar,White Printed Chiffon Cotton Salwar churidar fit,SALWAR,White,Chiffon,Printed,399,1299
P0826,V-JEA-0826,Regular Fit Jeans,White Vintage Wash Denim Regular Fit Jeans skinny fit,JEANS,White,Denim,Vintage Wash,799,2499
P0827,V-JEA-0827,High Waist Jeans,Blue Vintage Wash Stretch Denim High Waist Jeans skinny fit,JEANS,Blue,Stretch Denim,Vintage Wash,799,2499
P0828,V-TSH-0828,Pocket T-Shirt,Yellow Logo Cotton Pocket T-Shirt with short sleeves v-neck neck,TSHIRT,Yellow,Cotton,Logo,199,799
P0829,V-SAL-0829,Traditional Salwar,Printed Striped Cotton Traditional Salwar regular fit,SALWAR,Printed,Cotton,Striped,399,1299
P0830,V-JEA-0830,Straight Leg Jeans,White Distressed Stretch Denim Straight Leg Jeans skinny fit,JEANS,White,Stretch Denim,Distressed,799,2499
P0831,V-DRE-0831,Sundress with Pockets,Black Polka Dots Chiffon Sundress with Pockets with long sleeves off-shoulder neck,DRESS,Black,Chiffon,Polka Dots,599,1999
P0832,V-TOP-0832,Peplum Top,Black Printed Cotton Peplum Top with bell sleeves sleeves halter neck,TOP,Black,Cotton,Printed,299,899
P0833,V-KUR-0833,Designer Kurta,Blue Floral Cotton Designer Kurta with three-quarter sleeves v-neck neck,KURTA,Blue,Cotton,Floral,499,1999
P0834,V-TOP-0834,Peplum Top,Navy Printed Linen Peplum Top with short sleeves round neck,TOP,Navy,Linen,Printed,299,899
P0835,V-POL-0835,Golf Polo Shirt,Blue Performance Fabric Golf Polo Shirt with long sleeves,POLO,Blue,Performance Fabric,Solid,299,999
P0836,V-SAL-0836,Ankle Length Salwar,Black Printed Georgette Ankle Length Salwar palazzo fit,SALWAR,Black,Georgette,Printed,399,1299
P0837,V-DRE-0837,Casual Midi Dress,Red Polka Dots Polyester Casual Midi Dress with short sleeves off-shoulder neck,DRESS,Red,Polyester,Polka Dots,599,1999
P0838,V-SHI-0838,Striped Business Shirt,Black Checks Poplin Striped Business Shirt with short sleeves,SHIRT,Black,Poplin,Checks,399,1499
P0839,V-JEA-0839,Slim Fit Denim Jeans,Gray Raw Denim Slim Fit Denim Jeans skinny fit,JEANS,Gray,Raw Denim,Solid,799,2499
P0840,V-TOP-0840,Blouse Style Top,Pink Floral Cotton Blouse Style Top with sleeveless sleeves v-neck neck,TOP,Pink,Cotton,Floral,299,899
P0841,V-TOP-0841,Tunic Top,Red Chiffon Tunic Top with short sleeves v-neck neck,TOP,Red,Chiffon,Solid,299,899
P0842,V-SHI-0842,Chambray Shirt,Blue Chambray Chambray Shirt with short sleeves,SHIRT,Blue,Chambray,Solid,399,1499
P0843,V-TSH-0843,Ribbed Knit Tee,White Stripes Cotton Blend Ribbed Knit Tee with short sleeves scoop neck,TSHIRT,White,Cotton Blend,Stripes,199,799
P0844,V-KUR-0844,Linen Kurta,Beige Floral Cotton Linen Kurta with short sleeves v-neck neck,KURTA,Beige,Cotton,Floral,499,1999
P0845,V-SHI-0845,Chambray Shirt,Striped Denim Chambray Chambray Shirt with short sleeves band collar neck,SHIRT,Striped,Chambray,Denim,399,1499
P0846,V-KUR-0846,Cotton Kurta,Green Embroidered Cotton Cotton Kurta with long sleeves boat neck neck,KURTA,Green,Cotton,Embroidered,499,1999
P0847,V-POL-0847,Premium Cotton Polo,Green Color Block Cotton Premium Cotton Polo with short sleeves,POLO,Green,Cotton,Color Block,299,999
P0848,V-SHI-0848,Short Sleeve Shirt,Gray Denim Chambray Short Sleeve Shirt with short sleeves button-down neck,SHIRT,Gray,Chambray,Denim,399,1499
P0849,V-JEA-0849,Vintage Wash Jeans,Blue Denim Vintage Wash Jeans bootcut fit,JEANS,Blue,Denim,Solid,799,2499
P0850,V-SHI-0850,Long Sleeve Casual Shirt,Black Stripes Chambray Long Sleeve Casual Shirt with long sleeves,SHIRT,Black,Chambray,Stripes,399,1499
P0851,V-TOP-0851,Blouse Style Top,Red Printed Chiffon Blouse Style Top with sleeveless sleeves off-shoulder neck,TOP,Red,Chiffon,Printed,299,899
P0852,V-JEA-0852,Slim Fit Denim Jeans,Blue Vintage Wash Denim Slim Fit Denim Jeans bootcut fit,JEANS,Blue,Denim,Vintage Wash,799,2499
P0853,V-JEA-0853,Vintage Wash Jeans,White Stretch Denim Vintage Wash Jeans relaxed fit,JEANS,White,Stretch Denim,Solid,799,2499
P0854,V-JEA-0854,Slim Fit Denim Jeans,Black Distressed Raw Denim Slim Fit Denim Jeans slim fit,JEANS,Black,Raw Denim,Distressed,799,2499
P0855,V-SHI-0855,Striped Business Shirt,Striped Stripes Chambray Striped Business Shirt with short sleeves,SHIRT,Striped,Chambray,Stripes,399,1499
P0856,V-KUR-0856,Straight Cut Kurta,White Printed Silk Straight Cut Kurta with short sleeves mandarin neck,KURTA,White,Silk,Printed,499,1999
P0857,V-KUR-0857,Festive Kurta,Printed Silk Festive Kurta with three-quarter sleeves v-neck neck,KURTA,Printed,Silk,Solid,499,1999
P0858,V-TOP-0858,Off-Shoulder Top,Printed Striped Chiffon Off-Shoulder Top with bell sleeves sleeves halter neck,TOP,Printed,Chiffon,Striped,299,899
P0859,V-TSH-0859,Pocket T-Shirt,Blue Graphic Cotton Blend Pocket T-Shirt with sleeveless sleeves crew neck,TSHIRT,Blue,Cotton Blend,Graphic,199,799
P0860,V-JEA-0860,Vintage Wash Jeans,Gray Distressed Raw Denim Vintage Wash Jeans regular fit,JEANS,Gray,Raw Denim,Distressed,799,2499
P0861,V-SHI-0861,Formal Cotton Shirt,Gray Denim Cotton Blend Formal Cotton Shirt with short sleeves button-down neck,SHIRT,Gray,Cotton Blend,Denim,399,1499
P0862,V-SAL-0862,Palazzo Salwar,Beige Embroidered Cotton Palazzo Salwar regular fit,SALWAR,Beige,Cotton,Embroidered,399,1299
P0863,V-SHI-0863,Long Sleeve Casual Shirt,Gray Checks Cotton Long Sleeve Casual Shirt with long sleeves band collar neck,SHIRT,Gray,Cotton,Checks,399,1499
P0864,V-SHI-0864,Checked Pattern Shirt,Black Checks Chambray Checked Pattern Shirt with short sleeves band collar neck,SHIRT,Black,Chambray,Checks,399,1499
P0865,V-TSH-0865,Relaxed Fit T-Shirt,Yellow Graphic Cotton Relaxed Fit T-Shirt with short sleeves henley neck,TSHIRT,Yellow,Cotton,Graphic,199,799
P0866,V-DRE-0866,Wrap Style Dress,Green Polka Dots Chiffon Wrap Style Dress with sleeveless sleeves square neck,DRESS,Green,Chiffon,Polka Dots,599,1999
P0867,V-DRE-0867,Floral Print Maxi Dress,Red Floral Linen Floral Print Maxi Dress with short sleeves off-shoulder neck,DRESS,Red,Linen,Floral,599,1999
P0868,V-SAL-0868,Traditional Salwar,Black Embroidered Cotton Traditional Salwar regular fit,SALWAR,Black,Cotton,Embroidered,399,1299
P0869,V-POL-0869,Embroidered Polo,White Performance Fabric Embroidered Polo with long sleeves,POLO,White,Performance Fabric,Solid,299,999
P0870,V-SHI-0870,Poplin Dress Shirt,Black Checks Linen Poplin Dress Shirt with short sleeves band collar neck,SHIRT,Black,Linen,Checks,399,1499
P0871,V-SHI-0871,Flannel Shirt,Gray Cotton Blend Flannel Shirt with long sleeves,SHIRT,Gray,Cotton Blend,Solid,399,1499
P0872,V-DRE-0872,Bodycon Party Dress,Black Geometric Cotton Bodycon Party Dress with short sleeves v-neck neck,DRESS,Black,Cotton,Geometric,599,1999
P0873,V-KUR-0873,Party Wear Kurta,Green Printed Chiffon Party Wear Kurta with three-quarter sleeves mandarin neck,KURTA,Green,Chiffon,Printed,499,1999
P0874,V-JEA-0874,Skinny Fit Jeans,Gray Distressed Denim Skinny Fit Jeans slim fit,JEANS,Gray,Denim,Distressed,799,2499
P0875,V-DRE-0875,A-Line Summer Dress,Black Crepe A-Line Summer Dress with cap sleeves sleeves round neck,DRESS,Black,Crepe,Solid,599,1999
P0876,V-POL-0876,Premium Cotton Polo,Black Color Block Performance Fabric Premium Cotton Polo with long sleeves,POLO,Black,Performance Fabric,Color Block,299,999
P0877,V-KUR-0877,Embroidered Kurta,Beige Floral Georgette Embroidered Kurta with three-quarter sleeves v-neck neck,KURTA,Beige,Georgette,Floral,499,1999
P0878,V-POL-0878,Golf Polo Shirt,Navy Color Block Performance Fabric Golf Polo Shirt with long sleeves,POLO,Navy,Performance Fabric,Color Block,299,999
P0879,V-TOP-0879,Cold Shoulder Top,Black Striped Polyester Cold Shoulder Top with three-quarter sleeves halter neck,TOP,Black,Polyester,Striped,299,899
P0880,V-DRE-0880,Chiffon Evening Dress,White Printed Georgette Chiffon Evening Dress with cap sleeves sleeves off-shoulder neck,DRESS,White,Georgette,Printed,599,1999
P0881,V-TSH-0881,Premium Cotton Tee,Black Printed Organic Cotton Premium Cotton Tee with long sleeves henley neck,TSHIRT,Black,Organic Cotton,Printed,199,799
P0882,V-DRE-0882,Bodycon Party Dress,Red Geometric Chiffon Bodycon Party Dress with short sleeves off-shoulder neck,DRESS,Red,Chiffon,Geometric,599,1999
P0883,V-POL-0883,Embroidered Polo,Green Color Block Cotton Embroidered Polo with long sleeves,POLO,Green,Cotton,Color Block,299,999
P0884,V-JEA-0884,Vintage Wash Jeans,Light Blue Faded Denim Vintage Wash Jeans skinny fit,JEANS,Light Blue,Denim,Faded,799,2499
P0885,V-POL-0885,Embroidered Polo,Red Color Block Pique Cotton Embroidered Polo with long sleeves,POLO,Red,Pique Cotton,Color Block,299,999
P0886,V-DRE-0886,Linen Blend Dress,Navy Polka Dots Georgette Linen Blend Dress with cap sleeves sleeves round neck,DRESS,Navy,Georgette,Polka Dots,599,1999
P0887,V-TOP-0887,Tie-Up Top,Printed Floral Cotton Tie-Up Top with sleeveless sleeves off-shoulder neck,TOP,Printed,Cotton,Floral,299,899
P0888,V-SAL-0888,Churidar Salwar,Solid Striped Cotton Churidar Salwar palazzo fit,SALWAR,Solid,Cotton,Striped,399,1299
P0889,V-TOP-0889,Asymmetric Top,White Printed Cotton Asymmetric Top with sleeveless sleeves round neck,TOP,White,Cotton,Printed,299,899
P0890,V-DRE-0890,Linen Blend Dress,Green Geometric Polyester Linen Blend Dress with sleeveless sleeves off-shoulder neck,DRESS,Green,Polyester,Geometric,599,1999
P0891,V-TOP-0891,Cold Shoulder Top,Yellow Striped Polyester Cold Shoulder Top with three-quarter sleeves off-shoulder neck,TOP,Yellow,Polyester,Striped,299,899
P0892,V-SAL-0892,Traditional Salwar,Black Chiffon Traditional Salwar wide leg fit,SALWAR,Black,Chiffon,Solid,399,1299
P0893,V-DRE-0893,Bodycon Party Dress,White Geometric Cotton Bodycon Party Dress with short sleeves round neck,DRESS,White,Cotton,Geometric,599,1999
P0894,V-KUR-0894,Linen Kurta,White Printed Chiffon Linen Kurta with long sleeves boat neck neck,KURTA,White,Chiffon,Printed,499,1999
P0895,V-KUR-0895,Chikankari Kurta,Yellow Floral Silk Chikankari Kurta with long sleeves v-neck neck,KURTA,Yellow,Silk,Floral,499,1999
P0896,V-DRE-0896,Cocktail Dress,Blue Geometric Polyester Cocktail Dress with cap sleeves sleeves square neck,DRESS,Blue,Polyester,Geometric,599,1999
P0897,V-SAL-0897,Palazzo Salwar,Solid Printed Chiffon Palazzo Salwar churidar fit,SALWAR,Solid,Chiffon,Printed,399,1299
P0898,V-TSH-0898,Premium Cotton Tee,Navy Abstract Cotton Premium Cotton Tee with long sleeves henley neck,TSHIRT,Navy,Cotton,Abstract,199,799
P0899,V-DRE-0899,Floral Print Maxi Dress,Pink Abstract Polyester Floral Print Maxi Dress with cap sleeves sleeves halter neck,DRESS,Pink,Polyester,Abstract,599,1999
